word	freq	segmented	gloss
khamsakin	1	kham-sakin	forbid-?
kanlam	1	ka-nlam	1SG-?
neteng	1	ne-teng	eat-?
muhdahluat	1	muh-dahluat	see.II-?
tatolhsak	1	tat-olhsak	strike-?
hoihbawl	1	hoih-bawl	be.good-?
tuiphuan	1	tui-phuan	water-?
thuapthuapin	1	thu-apthuapin	word-?
kalhkhapna	1	ka-lhkhap-na	1SG-?-NMLZ
kalkham	1	ka-lkham	1SG-?
khialthuah	1	khial-thuah	err-?
maimangpak	1	maimang-pak	shame-?
ngawhpiak	1	nga-whpiak	endure-?
lakhiakik	1	lak-hiakik	take-?
theitelin	1	thei-telin	know.I-?
zawdiakte	1	za-wdiak-te	hear.I-?-PL
khangsawnte	1	khang-sawn-te	generation-?-PL
leengguiteng	1	leeng-guiteng	chariot-?
theikungteng	1	thei-kungteng	know.I-?
netummang	1	ne-tummang	eat-?
nisuhte	1	ni-suh-te	day-?-PL
khuazin	1	khua-zin	town-?
alh	1	a-lh	3SG-?
hauhsakna	1	hauhsak-na	?-NMLZ
piakha	1	piak-ha	give.to-?
hoihbekzah	1	hoih-bekzah	be.good-?
temkawite	1	temkawi-te	?-PL
dawhna	1	dawh-na	?-NMLZ
zinlin	1	zi-nlin	wife-?
mualdawn	1	mu-aldawn	see.I-?
kitumna	1	kitum-na	?-NMLZ
leitawina	1	leitawi-na	?-NMLZ
khauhtuak	1	kha-uhtuak	spirit-?
sukmaisak	1	suk-maisak	make.become-?
bawngleeng	1	ba-wngleeng	owe-?
netcipsuk	1	ne-tcipsuk	eat-?
nengcipsuk	1	ne-ngcipsuk	eat-?
kinenniamnate	1	kinenniamna-te	?-PL
ninlom	1	nin-lom	day-?
vulsak	1	vul-sak	flourish-?
cinasakin	1	ci-nasakin	say-?
dikdekin	1	dik-dekin	straight-?
tangvalteng	1	tangval-teng	youth-?
nakngek	1	na-kngek	2SG-?
zawlzawngte	1	za-wlzawng-te	hear.I-?-PL
hunsiat	1	hun-siat	time-?
sakkuth	1	sak-kuth	cause-?
kaivuan	1	ka-ivuan	1SG-?
kalneh	1	ka-lneh	1SG-?
nuaigawp	1	nu-aigawp	mother-?
antehna	1	a-nteh-na	3SG-?-NMLZ
neuseekin	1	ne-useekin	eat-?
ashimah	1	a-shimah	3SG-?
khuampiluzang	1	khua-mpiluzang	town-?
tosukin	1	to-sukin	sit-?
anhaihna	1	a-nhaih-na	3SG-?-NMLZ
khawhkik	1	kha-whkik	spirit-?
umpihte	1	um-pih-te	believe-?-PL
naizo	1	na-izo	2SG-?
zarefat	1	za-refat	hear.I-?
zantuam	1	za-ntuam	hear.I-?
taisimna	1	taisim-na	?-NMLZ
kisiknuam	1	kisik-nuam	repent-?
zaamsak	1	za-amsak	hear.I-?
kapsuk	1	ka-psuk	1SG-?
tamzawte	1	tamzaw-te	?-PL
siksuk	1	sik-suk	repent-?
nilsuk	1	ni-lsuk	day-?
zanaan	1	za-naan	hear.I-?
tolsak	1	to-lsak	sit-?
geelgeelte	1	geelgeel-te	?-PL
kipaihna	1	kipaih-na	?-NMLZ
pansa	1	pa-nsa	father-?
anphalte	1	a-nphal-te	3SG-?-PL
cilgawp	1	ci-lgawp	say-?
zatnate	1	za-tna-te	hear.I-?-PL
lungman	1	lung-man	feel-?
kisikgawp	1	kisik-gawp	repent-?
sawpkhiat	1	sa-wpkhiat	flesh-?
kangcipsak	1	ka-ngcipsak	1SG-?
keugawpin	1	keu-gawpin	dig-?
lunghamna	1	lung-ham-na	feel-?-NMLZ
dingkikzo	1	ding-kikzo	stand-?
linglom	1	lin-glom	hope-?
balnensak	1	ba-lnensak	owe-?
koplenna	1	koplen-na	?-NMLZ
lauhlauh	1	lau-hla-uh	fear-?-PL
leiseekna	1	leiseek-na	?-NMLZ
miamua	1	mi-amua	person-?
kisukgawpna	1	kisukgawp-na	?-NMLZ
dikzaw	1	dik-zaw	straight-?
khuadakna	1	khua-dak-na	town-?-NMLZ
keikai	1	ke-ikai	foot-?
laksakmang	1	lak-sakmang	take-?
kikopih	1	kiko-pih	cry.out-?
sepsateng	1	sep-sateng	work-?
kapkham	1	ka-pkham	1SG-?
sangpipi	1	sang-pipi	high-?
zaptelsak	1	za-ptelsak	hear.I-?
banglai	1	ba-nglai	owe-?
dimsakte	1	dimsak-te	?-PL
zingin	1	zi-ngin	wife-?
muatcip	1	mu-atcip	see.I-?
neubawl	1	ne-ubawl	eat-?
gunvapite	1	gunvapi-te	?-PL
zawlah	1	za-wlah	hear.I-?
khuangin	1	khua-ngin	town-?
saguh	1	sa-g-uh	flesh-?-PL
gamtalai	1	gam-talai	land-?
hoihpipi	1	hoih-pipi	be.good-?
lumkhop	1	lum-khop	warm-?
thalawhte	1	thalawh-te	?-PL
mutkhiatsak	1	mu-tkhiatsak	see.I-?
koihdakna	1	koih-dak-na	put-?-NMLZ
lamnopna	1	lamnop-na	?-NMLZ
ompihlai	1	om-pihlai	exist-?
puakha	1	pua-kha	carry.on.back-?
cingteek	1	ci-ngteek	say-?
kausansak	1	ka-usansak	1SG-?
nasiasak	1	na-siasak	2SG-?
neihkikna	1	neih-kik-na	have.II-?-NMLZ
nauta	1	na-uta	2SG-?
lehsuh	1	lehs-uh	?-PL
siampipih	1	siam-pipih	be.skilled-?
lungdampihna	1	lungdam-pih-na	rejoice-?-NMLZ
khanglosak	1	khang-losak	generation-?
luankhiatna	1	lu-ankhiat-na	head-?-NMLZ
sakolleeng	1	sak-olleeng	cause-?
sakolleengte	1	sak-olleeng-te	cause-?-PL
theihngei	1	theih-ngei	know.II-?
lamkabomte	1	lamkabom-te	?-PL
antannate	1	a-ntanna-te	3SG-?-PL
gimtuahna	1	gimtuah-na	?-NMLZ
thuaknasa	1	thuak-nasa	suffer-?
luangsakgawp	1	luang-sakgawp	corpse-?
hehnepnate	1	hehnepna-te	?-PL
kattheih	1	ka-ttheih	1SG-?
lungduaizo	1	lung-duaizo	feel-?
giaugiau	1	giau~giau	?~RED
bantan	1	ba-ntan	owe-?
minamdangte	1	minam-dang-te	nation-?-PL
khuaisuahte	1	khua-isuah-te	town-?-PL
nitnateng	1	ni-tnateng	day-?
tuicim	1	tui-cim	water-?
mitkua	1	mit-kua	eye-?
muatin	1	mu-atin	see.I-?
matkhak	1	mat-khak	grasp-?
khilongte	1	khilong-te	?-PL
vanzuak	1	va-nzuak	go.and-?
malakhi	1	mal-akhi	be.dry-?
cilai	1	ci-lai	say-?
ginalopite	1	ginalopi-te	?-PL
mittawpite	1	mittaw-pi-te	blind-?-PL
hoihmahin	1	hoih-mahin	be.good-?
hoihmah	1	hoih-mah	be.good-?
nitsan	1	ni-tsan	day-?
khangnolai	1	khang-nolai	generation-?
palsatkhak	1	pa-lsatkhak	father-?
kangtumsakin	1	ka-ngtumsakin	1SG-?
citheibek	1	ci-theibek	say-?
nizang	1	ni-zang	day-?
nuaisiahin	1	nu-aisiahin	mother-?
gaisakna	1	gaisak-na	?-NMLZ
ngamlah	1	nga-mlah	endure-?
samsim	1	sam-sim	call-?
arkhelaus	1	a-rkhelaus	3SG-?
anzapna	1	a-nzap-na	3SG-?-NMLZ
taksate	1	taksa-te	?-PL
lakpan	1	lak-pan	take-?
cihtakzawk	1	cih-takzawk	say.NOM-?
khulna	1	khul-na	?-NMLZ
tenpihte	1	tenpih-te	?-PL
kiciamnate	1	kiciamna-te	?-PL
kangsa	1	ka-ngsa	1SG-?
sepkhak	1	sep-khak	work-?
luilui	1	lu-ilui	head-?
guktheihna	1	guktheih-na	?-NMLZ
kholzaw	1	kho-lzaw	labor-?
khenzia	1	khen-zia	divide-?
kawcikin	1	ka-wcikin	1SG-?
gamtateng	1	gam-tateng	land-?
damsaknop	1	damsak-nop	heal-?
damsaknuam	1	damsak-nuam	heal-?
damkhitna	1	dam-khit-na	be.well-?-NMLZ
nangpipi	1	na-ngpipi	2SG-?
luvum	1	lu-vum	head-?
mopina	1	mopi-na	?-NMLZ
kaigawmin	1	ka-igawmin	1SG-?
pautheikik	1	pau-theikik	speak-?
sapnateng	1	sa-pnateng	flesh-?
khuadang	1	khua-dang	town-?
innkhumdawn	1	i-nnkhumdawn	1PL.INCL-?
gittate	1	gitta-te	?-PL
monute	1	monu-te	?-PL
teeknute	1	teeknu-te	?-PL
puatawm	1	pua-tawm	carry.on.back-?
suahte	1	suah-te	?-PL
lopakungte	1	lopakung-te	?-PL
hongkhol	1	hong-kho-l	3→1-labor-?
zanpah	1	za-npah	hear.I-?
gualzawhsak	1	gualzawh-sak	transgress-?
mittawt	1	mittaw-t	blind-?
kibulphuh	1	kibulph-uh	?-PL
paikhiatnasa	1	paikhiat-nasa	send.away-?
leidaina	1	leidai-na	?-NMLZ
lingbulsumte	1	lin-gbulsum-te	hope-?-PL
sangpahte	1	sang-pah-te	high-?-PL
tawpkikpah	1	tawp-kikpah	end-?
sawmthumin	1	sa-wmthumin	flesh-?
tomtheihna	1	to-mtheih-na	sit-?-NMLZ
genkholhsakna	1	gen-kholhsak-na	speak-?-NMLZ
ciahpahin	1	ciah-pahin	return-?
sumnei	1	sum-nei	money-?
tunglamah	1	tung-lamah	arrive-?
tungthamun	1	tung-thamun	arrive-?
tumsukte	1	tumsuk-te	?-PL
paikhiasuak	1	pai-khiasuak	go-?
pusuakte	1	pusuak-te	?-PL
theihkikna	1	theih-kik-na	know.II-?-NMLZ
niim	1	ni-im	day-?
theihtawm	1	theih-tawm	know.II-?
tawhtangte	1	tawhtang-te	?-PL
sihbup	1	sih-bup	die-?
ciangbek	1	cian-gbek	announce-?
maisaknop	1	mai-saknop	face-?
sehte	1	seh-te	?-PL
pianpihin	1	pia-npihin	give-?
omzote	1	om-zo-te	exist-?-PL
lutnop	1	lut-nop	enter-?
thukimsa	1	thu-kimsa	word-?
tuamtonin	1	tuam-tonin	promise-?
sangpena	1	sang-pe-na	high-?-NMLZ
sumkhek	1	sum-khek	money-?
tutnate	1	tut-na-te	sleep-?-PL
sihpah	1	sih-pah	die-?
thatgawp	1	that-gawp	kill-?
khohsaksa	1	kho-hsaksa	labor-?
zahtaktuam	1	zahtak-tuam	honor-?
sumtang	1	sum-tang	money-?
ngaihsunkhial	1	ngaihsun-khial	think-?
nuampente	1	nuam-pen-te	want-?-PL
lutnuam	1	lut-nuam	enter-?
ngahsunte	1	ngah-sun-te	get-?-PL
lamhilhte	1	lamhilh-te	?-PL
nusiakha	1	nusia-kha	abandon-?
nawmvalhkha	1	na-wmvalhkha	2SG-?
mualsuangte	1	mu-alsuang-te	see.I-?-PL
barakhiah	1	ba-rakhiah	owe-?
genkholkhin	1	gen-kholkhin	speak-?
lampialgawp	1	lampi-algawp	way-?
ciahhak	1	ciah-hak	return-?
khatpeuhin	1	kha-tpeuhin	spirit-?
thunthuah	1	thu-nthuah	word-?
thunin	1	thu-nin	word-?
tunghak	1	tung-hak	arrive-?
zangpah	1	zang-pah	use-?
genhak	1	gen-hak	speak-?
sumzah	1	sum-zah	money-?
kibawlkholsa	1	kibawl-kholsa	be.done-?
suaklua	1	suak-lua	become-?
puakpah	1	pua-kpah	carry.on.back-?
paukhial	1	pau-khial	speak-?
khuangta	1	khua-ngta	town-?
thusitin	1	thu-sitin	word-?
piangzaw	1	piang-zaw	be.born-?
ciapkhit	1	ci-apkhit	say-?
khaikhawm	1	khai-khawm	hold-?
hankhukte	1	hankhuk-te	?-PL
dialpuan	1	dial-puan	call-?
hancingte	1	hancing-te	?-PL
nuamkawmin	1	nuam-kawmin	want-?
thacialte	1	thacial-te	?-PL
kongkaw	1	kong-ka-w	1SG→3-mouth-?
linsakgawp	1	lin-sakgawp	hope-?
khuadangte	1	khua-dang-te	town-?-PL
damsiangna	1	dam-siang-na	be.well-?-NMLZ
tungkhum	1	tung-khum	arrive-?
siahdonna	1	siahdon-na	?-NMLZ
nekkhopna	1	nek-khop-na	eat.II-?-NMLZ
gamtakhial	1	gam-takhial	land-?
damsakkha	1	damsak-kha	heal-?
neipah	1	nei-pah	have-?
idumia	1	i-dumia	1PL.INCL-?
nehcipgawp	1	ne-hcipgawp	eat-?
unaute	1	unau-te	?-PL
phuahte	1	phuah-te	?-PL
laksakzo	1	lak-sakzo	take-?
keutumpah	1	keu-tumpah	dig-?
hauhnopna	1	hauhnop-na	?-NMLZ
khantheihna	1	kha-ntheih-na	spirit-?-NMLZ
khangsaktawm	1	khang-saktawm	generation-?
khaikung	1	khai-kung	hold-?
sawlzaw	1	sawl-zaw	send-?
nehcihlam	1	ne-hcihlam	eat-?
lawngte	1	lawng-te	?-PL
cidamsuak	1	ci-damsuak	say-?
hibek	1	hi-bek	be-?
kumi	1	kum-i	year-?
kigengenna	1	kigengen-na	?-NMLZ
piakpah	1	piak-pah	give.to-?
sawlpah	1	sawl-pah	send-?
khawngin	1	kha-wngin	spirit-?
khengsuak	1	khen-gsuak	divide-?
khuakehte	1	khua-keh-te	town-?-PL
khawngte	1	kha-wng-te	spirit-?-PL
nawlkhinin	1	na-wlkhinin	2SG-?
nawlkhinzia	1	na-wlkhinzia	2SG-?
himawk	1	hi-mawk	be-?
zilepasal	1	zi-lepasal	wife-?
piangsakthei	1	piangsak-thei	cause.birth-?
khamvalteng	1	kham-valteng	forbid-?
ngahbuang	1	ngah-buang	get-?
bilngongin	1	bil-ngongin	ear-?
nakkham	1	na-kkham	2SG-?
dalmanutha	1	dal-manutha	hinder-?
puakthuah	1	pua-kthuah	carry.on.back-?
ciahsuakpah	1	ciah-suakpah	return-?
vanglianpi	1	va-nglianpi	go.and-?
puansawpte	1	pua-nsawp-te	carry.on.back-?-PL
naklau	1	na-klau	2SG-?
kongkawcip	1	kong-ka-wcip	1SG→3-mouth-?
kongkawsak	1	kong-ka-wsak	1SG→3-mouth-?
kongkawtsak	1	kong-ka-wtsak	1SG→3-mouth-?
thuahpah	1	thu-ahpah	word-?
mih	1	mi-h	person-?
mathei	1	mat-hei	grasp-?
sumkhotte	1	sum-khot-te	money-?-PL
ngahlai	1	ngah-lai	get-?
tuamsap	1	tuam-sap	promise-?
cilphihin	1	ci-lphihin	say-?
vaihawmsaksate	1	va-ihawmsaksa-te	go.and-?-PL
khutdawhin	1	khut-dawhin	hand-?
bartimias	1	ba-rtimias	owe-?
awngzaw	1	a-wngzaw	3SG-?
kaikikpah	1	ka-ikikpah	1SG-?
sawlpangte	1	sawl-pang-te	send-?-PL
tutphahte	1	tut-phah-te	sleep-?-PL
phumtheih	1	phum-theih	immerse-?
thukidotna	1	thu-kidot-na	word-?-NMLZ
gawhnate	1	gawhna-te	?-PL
neihval	1	neih-val	have.II-?
kithuapna	1	kithuap-na	?-NMLZ
piankhak	1	pia-nkhak	give-?
zawhleh	1	zawh-leh	be.able-?
khuankuan	1	khua-nkuan	town-?
nuhkhol	1	nu-hkhol	mother-?
sawkkhawmte	1	sa-wkkhawm-te	flesh-?-PL
sakkhit	1	sak-khit	cause-?
nangnuam	1	na-ngnuam	2SG-?
satkhiatsak	1	sat-khiatsak	strike-?
kikhumte	1	kikhum-te	?-PL
sawhsa	1	sa-whsa	flesh-?
kilemsakkikin	1	kilem-sakkikin	prepare-?
behnu	1	beh-nu	tribe-?
milianin	1	mi-lianin	person-?
augustas	1	a-ugustas	3SG-?
belna	1	bel-na	?-NMLZ
mupah	1	mu-pah	see.I-?
anna	1	a-n-na	3SG-?-NMLZ
nusiatlam	1	nusia-tlam	abandon-?
omomin	1	om-omin	exist-?
ciahzawh	1	ciah-zawh	return-?
iturea	1	i-turea	1PL.INCL-?
abilene	1	a-bil-ene	3SG-ear-?
kawite	1	ka-wi-te	1SG-?-PL
leihumte	1	leihum-te	?-PL
khasum	1	kha-sum	spirit-?
cilsate	1	ci-lsa-te	say-?-PL
siteng	1	sit-eng	cut.off-?
sangpenna	1	sang-pen-na	high-?-NMLZ
khanna	1	kha-n-na	spirit-?-NMLZ
paingei	1	pai-ngei	go-?
simnopna	1	simnop-na	?-NMLZ
keenah	1	ke-enah	foot-?
sawnkhiat	1	sa-wnkhiat	flesh-?
nattutna	1	na-ttut-na	2SG-?-NMLZ
zanuamin	1	za-nuamin	hear.I-?
kahpihto	1	ka-hpihto	1SG-?
thuapna	1	thu-ap-na	word-?-NMLZ
nenuam	1	ne-nuam	eat-?
phuisamte	1	phuisam-te	?-PL
tahtah	1	tah~tah	?~RED
khuamkua	1	khua-mkua	town-?
zathei	1	za-thei	hear.I-?
numeinu	1	numei-nu	woman-?
nulkeusak	1	nu-lkeusak	mother-?
kimaisakte	1	kimaisak-te	?-PL
hawlkhiatsakte	1	hawl-khiatsak-te	seek-?-PL
susanna	1	susan-na	?-NMLZ
lampidung	1	lampi-dung	way-?
innpua	1	i-nnpua	1PL.INCL-?
pilkikna	1	pil-kik-na	learn-?-NMLZ
damnazia	1	dam-nazia	be.well-?
siavuante	1	siavuan-te	?-PL
kangpah	1	ka-ngpah	1SG-?
dampahna	1	dam-pah-na	be.well-?-NMLZ
sawngteng	1	sa-wngteng	flesh-?
kikogawp	1	kiko-gawp	cry.out-?
hoho	1	ho~ho	?~RED
nulkhia	1	nu-lkhia	mother-?
keekkia	1	ke-ekkia	foot-?
sikgawp	1	sik-gawp	repent-?
thungetzia	1	thu-ngetzia	word-?
kalhkhin	1	ka-lhkhin	1SG-?
teiteina	1	teitei-na	?-NMLZ
thukimpihna	1	thu-kimpih-na	word-?-NMLZ
linlianin	1	lin-lianin	hope-?
vakkhit	1	vak-khit	walk-?
thuambuak	1	thu-ambuak	word-?
hihkim	1	hi-hkim	be-?
nuampen	1	nuam-pen	want-?
sikkhakna	1	sik-khak-na	repent-?-NMLZ
konghonna	1	kong-hon-na	1SG→3-?-NMLZ
kisikkha	1	kisik-kha	repent-?
theithang	1	thei-thang	know.I-?
khiathuah	1	khia-thuah	exit-?
lutung	1	lut-ung	enter-?
inntuan	1	i-nntuan	1PL.INCL-?
kholcipte	1	kho-lcip-te	labor-?-PL
tawmnote	1	tawmno-te	?-PL
khuavakkuan	1	khuavak-kuan	light-?
ankhamin	1	a-nkhamin	3SG-?
satthuak	1	sat-thuak	strike-?
kaigawpin	1	ka-igawpin	1SG-?
omsaklai	1	om-saklai	exist-?
kihencipna	1	kihencip-na	?-NMLZ
nawtsuakin	1	na-wtsuakin	2SG-?
tutnopna	1	tut-nop-na	sleep-?-NMLZ
kisamte	1	kisam-te	?-PL
maizumpi	1	mai-zumpi	face-?
angtanhuai	1	a-ngtanhuai	3SG-?
lamliante	1	lamlian-te	?-PL
paipihmang	1	paipih-mang	accompany-?
puatawmin	1	pua-tawmin	carry.on.back-?
paihmawk	1	pai-hmawk	go-?
kisikkikna	1	kisik-kik-na	repent-?-NMLZ
zatmang	1	za-tmang	hear.I-?
vaiciah	1	va-iciah	go.and-?
kongbiangah	1	kong-biangah	1SG→3-?
nenuamin	1	ne-nuamin	eat-?
sawlsak	1	sawl-sak	send-?
umsakzo	1	um-sakzo	believe-?
nailung	1	na-ilung	2SG-?
cinsak	1	ci-nsak	say-?
sepkhit	1	sep-khit	work-?
muhtheihin	1	muh-theihin	see.II-?
lungkiat	1	lung-kiat	feel-?
kilemsa	1	kilem-sa	prepare-?
khutdawh	1	khut-dawh	hand-?
matai	1	mat-ai	grasp-?
lakkhit	1	lak-khit	take-?
suktuah	1	suk-tuah	make.become-?
nehcih	1	ne-hcih	eat-?
satgawpin	1	sat-gawpin	strike-?
nausawn	1	na-usawn	2SG-?
batkhak	1	bat-khak	bind-?
sumkuang	1	sum-kuang	money-?
zatval	1	za-tval	hear.I-?
lunghihmawhin	1	lung-hihmawhin	feel-?
thuakma	1	thuak-ma	suffer-?
nekkhop	1	nek-khop	eat.II-?
sawkkhawmna	1	sa-wkkhawm-na	flesh-?-NMLZ
nunungpen	1	nu-nungpen	mother-?
nakpau	1	na-kpau	2SG-?
khahnuam	1	khah-nuam	choke-?
cipnelhin	1	ci-pnelhin	say-?
humsa	1	hum-sa	cover-?
thuvaihawm	1	thu-vaihawm	word-?
puankang	1	pua-nkang	carry.on.back-?
hawhte	1	hawh-te	?-PL
khuagei	1	khua-gei	town-?
tuipihte	1	tuipi-h-te	sea-?-PL
ipbawl	1	i-pbawl	1PL.INCL-?
kikopa	1	kiko-pa	cry.out-?
kidotna	1	kidot-na	?-NMLZ
zuihlam	1	zui-hlam	follow-?
thambelpite	1	thambelpi-te	?-PL
sitsetin	1	sit-setin	cut.off-?
khamgawp	1	kham-gawp	forbid-?
sumkhekna	1	sum-khek-na	money-?-NMLZ
khauteep	1	khaute-ep	which-?
uklah	1	uk-lah	rule-?
dingsakkikzo	1	ding-sakkikzo	stand-?
salim	1	sa-lim	flesh-?
ainon	1	a-inon	3SG-?
tuiphumphum	1	tui-phumphum	water-?
saikhar	1	sa-ikhar	flesh-?
khuapihte	1	khuapi-h-te	city-?-PL
khaituh	1	khai-t-uh	hold-?-PL
lupkhitna	1	lup-khit-na	bow.down-?-NMLZ
muhteng	1	muh-teng	see.II-?
sangnuam	1	sang-nuam	high-?
cihtaak	1	cih-taak	say.NOM-?
kikhamvalte	1	kikhamval-te	?-PL
valsak	1	va-lsak	go.and-?
tuitungah	1	tui-tungah	water-?
tungpah	1	tung-pah	arrive-?
ningthei	1	nin-gthei	day-?
hinsakkik	1	hi-nsakkik	be-?
thungai	1	thu-ngai	word-?
suakmawk	1	suak-mawk	become-?
pawisiim	1	pa-wisiim	father-?
kituahkhak	1	kituah-khak	meet-?
khenzaw	1	khen-zaw	divide-?
paisawm	1	pai-sawm	go-?
omnai	1	om-nai	exist-?
khenkhawm	1	khen-khawm	divide-?
nuailam	1	nu-ailam	mother-?
nuhkawmin	1	nu-hkawmin	mother-?
mutheisa	1	mu-theisa	see.I-?
maimai	1	mai-mai	face-?
suakkhawm	1	suak-khawm	become-?
dawiveite	1	dawivei-te	?-PL
apkikna	1	a-pkik-na	3SG-?-NMLZ
matsawm	1	mat-sawm	grasp-?
nulsaknu	1	nu-lsaknu	mother-?
nuamtuamin	1	nuam-tuamin	want-?
nungzuihpihte	1	nung-zuihpih-te	live-?-PL
nuhkhit	1	nu-hkhit	mother-?
nungphawk	1	nung-phawk	live-?
itdiak	1	i-tdiak	1PL.INCL-?
nehphei	1	ne-hphei	eat-?
lutpah	1	lut-pah	enter-?
tutkhawmpih	1	tut-khawmpih	sleep-?
sankhit	1	sa-nkhit	flesh-?
lungnopnate	1	lung-nopna-te	feel-?-PL
theihkhitna	1	theih-khit-na	know.II-?-NMLZ
palik	1	pa-lik	father-?
nungkinin	1	nung-kinin	live-?
malkhus	1	mal-khus	be.dry-?
puasakin	1	pua-sakin	carry.on.back-?
nuno	1	nu-no	mother-?
lutsukpah	1	lut-sukpah	enter-?
kahkawmin	1	ka-hkawmin	1SG-?
vaikhakte	1	va-ikhak-te	go.and-?-PL
kikilhna	1	kikilh-na	?-NMLZ
umlah	1	um-lah	believe-?
kaizo	1	ka-izo	1SG-?
parthia	1	pa-rthia	father-?
theihkholhna	1	theih-kholh-na	know.II-?-NMLZ
genthuahin	1	gen-thuahin	speak-?
siakmitte	1	siakmit-te	?-PL
khauhpah	1	kha-uhpah	spirit-?
nawngkai	1	na-wngkai	2SG-?
semngei	1	sem-ngei	serve-?
tuineu	1	tui-neu	water-?
pheekte	1	pheek-te	?-PL
thudam	1	thu-dam	word-?
thudas	1	thu-das	word-?
kiphunsanna	1	kiphunsan-na	?-NMLZ
nikanor	1	ni-kanor	day-?
parmenas	1	pa-rmenas	father-?
khatveina	1	kha-tvei-na	spirit-?-NMLZ
khemgawpin	1	khem-gawpin	restrain-?
humsanin	1	hum-sanin	cover-?
bawhhuan	1	ba-whhuan	owe-?
sankhitna	1	sa-nkhit-na	flesh-?-NMLZ
enluatna	1	en-luat-na	look-?-NMLZ
valhcip	1	va-lhcip	go.and-?
kandeis	1	ka-ndeis	1SG-?
azotas	1	a-zotas	3SG-?
ngahkhit	1	ngah-khit	get-?
ngasalip	1	nga-salip	endure-?
kahtohpihin	1	ka-htohpihin	1SG-?
genkhawmin	1	gen-khawmin	speak-?
puanakte	1	pua-nak-te	carry.on.back-?-PL
kahkawmun	1	ka-hkawmun	1SG-?
samkikin	1	sam-kikin	call-?
laukawmin	1	lau-kawmin	fear-?
kongbiang	1	kong-biang	1SG→3-?
itteng	1	i-tteng	1PL.INCL-?
samkhol	1	sam-khol	call-?
samsakpah	1	sam-sakpah	call-?
zuihpah	1	zui-hpah	follow-?
ciamkholh	1	ci-amkholh	say-?
seleusia	1	sel-eusia	slice-?
salamis	1	sa-lamis	flesh-?
barjesuh	1	ba-rjes-uh	owe-?-PL
paulus	1	pau-lus	speak-?
kenkon	1	ken-kon	only-?
zinzin	1	zi-nzin	wife-?
hinkiksakna	1	hi-nkiksak-na	be-?-NMLZ
mudahsak	1	mu-dahsak	see.I-?
thugenpi	1	thugen-pi	preach-?
nawla	1	na-wla	2SG-?
honsaknate	1	honsakna-te	?-PL
nawkna	1	na-wk-na	2SG-?-NMLZ
teelkhiatna	1	teelkhiat-na	?-NMLZ
gelhzawk	1	gelh-zawk	write-?
paikhawmsak	1	pai-khawmsak	go-?
hilhnasa	1	hilh-nasa	teach-?
kikhenlawh	1	kikhen-lawh	separate-?
samothrasia	1	sam-othrasia	call-?
neapolis	1	ne-apolis	eat-?
nawngkaisa	1	na-wngkaisa	2SG-?
sumngah	1	sum-ngah	money-?
nawngkaina	1	na-wngkai-na	2SG-?-NMLZ
balkeksak	1	ba-lkeksak	owe-?
khahsim	1	khah-sim	choke-?
amfipolis	1	a-mfipolis	3SG-?
apollonia	1	a-pollonia	3SG-?
piansakma	1	pia-nsakma	give-?
zakik	1	zak-ik	hear.II-?
damaris	1	dam-aris	be.well-?
zatzia	1	za-tzia	hear.I-?
kituiphumna	1	kituiphum-na	?-NMLZ
ngakkhit	1	nga-kkhit	endure-?
aitawi	1	a-it-awi	3SG-love-?
dawilutna	1	dawilut-na	?-NMLZ
keksa	1	ke-ksa	foot-?
piankhit	1	pia-nkhit	give-?
maimankhak	1	mai-mankhak	face-?
tuampi	1	tuam-pi	promise-?
sani	1	sa-ni	flesh-?
ihmusip	1	i-hmusip	1PL.INCL-?
mitylene	1	mit-ylene	eye-?
samos	1	sam-os	call-?
zolkhiat	1	zol-khiat	redeem-?
patara	1	pa-tara	father-?
tolemais	1	to-lemais	sit-?
khihcipna	1	khihcip-na	?-NMLZ
genpihpih	1	gen-pihpih	speak-?
nakzuih	1	na-kzuih	2SG-?
khensatin	1	khen-satin	divide-?
khakpah	1	kha-kpah	spirit-?
nungzuihin	1	nung-zuihin	live-?
gamdaizaw	1	gam-daizaw	land-?
sangnaupang	1	sang-naupang	high-?
khihsakna	1	khihsak-na	?-NMLZ
pawlsung	1	pa-wlsung	father-?
kikoh	1	kiko-h	cry.out-?
antipatris	1	a-ntipatris	3SG-?
omkhitna	1	om-khit-na	exist-?-NMLZ
hialbawl	1	hi-albawl	be-?
samkhiasak	1	sam-khiasak	call-?
tohtoh	1	to-htoh	sit-?
ngaihsunkawm	1	ngaihsun-kawm	think-?
mawhzonnate	1	mawhzonna-te	?-PL
kankhiatna	1	ka-nkhiat-na	1SG-?-NMLZ
sempah	1	sem-pah	serve-?
ciangzum	1	cian-gzum	announce-?
nazaw	1	na-za-w	2SG-hear.I-?
munsimtham	1	mu-nsimtham	see.I-?
suaksakzo	1	suak-sakzo	become-?
hunsau	1	hun-sau	time-?
batkim	1	bat-kim	bind-?
adramittium	1	a-dramittium	3SG-?
nidas	1	ni-das	day-?
paisuaknop	1	pai-suaknop	go-?
sukpai	1	suk-pai	make.become-?
salmone	1	sa-lmone	flesh-?
cintenin	1	ci-ntenin	say-?
khengkhin	1	khen-gkhin	divide-?
umzaw	1	um-zaw	believe-?
hiauhiau	1	hi-auhiau	be-?
nehkawmin	1	ne-hkawmin	eat-?
